sex,height,leg,chest,waist,hip,weight,age,arm,shoulder
2,158,70.1,28.7,28,32.4,60.6,53,56.2,37.5
2,166.5,76,28.9,30,31.8,65.4,56,57.8,38
2,154.5,69.3,31,31.9,34.4,67.3,47,57.2,39.3
2,170,77.3,29.9,29.3,34.5,69.9,36,59,39
2,149,68.6,28.6,28.5,31.7,56.1,61,53.1,37.1
2,152.7,67.2,26.9,27.8,30.9,58.4,51,52.5,35.7
2,162,73.7,28,25.5,32,51.7,38,56.5,37.5
2,147.7,66.5,25.7,23.2,29.9,44.3,42,50.4,34.5
2,147.8,67.6,26.9,25.5,30.9,44.9,38,52.2,35.3
2,155.3,70.6,27.3,29.2,31,62,51,53.4,34.8
2,158.1,75.3,27.9,25.9,31.5,49.5,36,56.3,36.7
2,152.5,70.4,28.4,29.3,34.7,64.8,53,54.4,36.4
2,152.1,66.7,28.4,31.4,33.3,63.9,62,53.2,36.5
2,154.4,69.4,29.6,29.6,34.1,65.1,59,57.1,38.2
2,152.6,67.9,27.9,30.7,33,61,53,52.4,35.6
2,156.4,71.2,26,26.8,29.5,55.8,60,55.3,34.5
2,162,76.6,27.7,28.9,31.7,56.3,56,57,37.3
2,143.7,64.8,26.5,26.5,29.2,47.7,63,49.4,34.2
2,162.9,73.6,29.8,33,32.7,71.6,62,59.2,38.3
2,148.1,63.6,27.4,29.5,32.6,59.8,50,51,34.5
2,176.4,81.5,30.5,30.8,35.1,80.4,37,61.2,37.7
2,150.8,70.2,24.9,25.8,29.4,46,40,52,33.5
2,156,68.5,30.4,29.5,33.6,69.8,18,55.3,36.5
2,158,72.4,32.1,38.1,36.8,88.8,18,57.5,38.7
2,152.6,68.8,28.7,26,30,47.7,55,52,35
2,146,65.3,26.2,30.9,32.3,59.4,56,51.8,35.5
2,160.5,72.2,27.8,25.9,32.5,57.9,45,55.2,37.5
2,153.4,66.4,28.8,28.5,32.3,58.1,56,53.5,36.5
2,147.8,65.2,27,24.1,28.5,47.7,66,51.2,35.4
2,155,68.1,28.5,29.6,33.8,61.9,54,54.7,36.7
2,158.9,72,27.3,25,32.7,51.2,38,54.4,35.7
2,151,65.8,28.2,27.2,31.4,57.8,43,52.2,36.5
2,157.4,71.8,29.5,27.8,30.1,56.3,35,55,37.8
2,160.6,72.8,28.1,26.5,32.3,57.8,34,54.7,36.5
2,158.2,68.9,29.2,30.8,35,72.8,40,56,39.1
1,164.4,73.8,32.7,30.8,33,78.3,56,57,41.5
1,170.4,80.2,30.7,29.9,33.4,64.5,63,60.7,38.7
1,160.1,74.3,31.2,30.8,33,69.5,60,56.6,39.6
1,171.3,79,30.6,31.4,34.3,78.2,44,58.4,40.1
1,172.1,78.5,32.4,32.1,34.3,82.3,54,57.7,41.1
1,171.4,78.3,30.4,29.5,34.5,70.3,23,60.1,41.5
1,173.1,73.7,30.3,29.6,33.6,74.7,23,63,41.9
1,173,77,34.9,35.7,35.5,95,23,61.2,44.9
1,179.9,78.9,31.4,33.1,40.8,99.8,16,61.8,40.2
1,153.3,69.3,28.5,26,29,49.8,68,55.3,37.3
1,170.9,79.5,31.2,31.3,33.3,72.4,57,58,39.8
1,170.6,77.4,28.6,30,33.2,72.2,18,59.7,38.1
1,158,74.3,28.2,24.4,28.8,46,56,54.6,36.5
1,167.7,79.8,29.7,27.4,31.8,53.7,69,58.5,40.8
1,175.1,80.1,28,25.7,32,63.7,18,58,39.5
1,168.5,79.3,29.4,30.1,32.3,70,24,59.7,39.5
1,172.2,79.3,29.7,28.5,32.5,62.9,46,60,41.4
1,165.7,73.9,27.3,24,30.1,52.6,19,56.4,37.9
1,168.8,77.4,30.2,27.1,31,64.1,55,56.5,39.7
1,172.1,80.3,30.4,28.8,33.2,74.9,19,63.3,38.7
1,161.9,73.1,31,28.9,32.6,67.4,55,56.7,41.2
1,163.5,77.1,28.6,25.8,32.2,57,18,57,37.4
1,171.5,82.5,26.6,24.4,30.9,49.6,54,61,36.3
1,164.2,73.1,29.5,27.7,32.2,63.4,33,55.5,38
1,162.3,75.7,29.5,30,32.6,67.3,61,58,38
1,176.3,83.7,28.3,26.5,32.8,60.3,16,61.2,39.2
1,170.7,79,31.8,28.2,33.1,73.4,17,60.5,42.7
1,171.4,77.4,30.7,25.5,31.4,58.6,29,58.8,39.8
1,166.7,78,30.3,29,33.8,67.5,48,58.4,39
1,181,85.4,31,29.6,33.4,80.1,35,62,41
1,167,75.3,28.7,29.5,31.7,66.3,66,55.6,36.7
1,172.2,79.6,31.8,30,34.7,74.4,57,61,40.9
1,162,70.4,32.2,29.7,31.1,61.1,58,56,39.5
1,174,78.7,30.3,30.4,34.1,73.2,43,62,41.7
1,178.7,80.7,33,29.9,34.7,78.2,36,63,44.3
1,169.6,76.4,29.6,28.8,33.4,71.5,19,56.6,38.9
1,172,81.1,28.7,23.3,29.7,50.6,16,58.8,38.5
1,172.4,81.7,27.8,25.5,30.7,55.1,16,62.3,37.2
1,176,80.8,28.1,23.9,31.5,60.6,16,59,39.5
1,174.5,81.6,29.5,24.6,31.7,60.6,16,58.1,41
1,166.4,74.4,33.4,32.1,35,77.5,52,59,40.8
1,175,80.7,29.1,25.7,32,58.3,18,57,39
1,176.8,82,29.7,28.1,32.8,69.8,19,58.2,39.5
1,175.5,80.3,32.3,27.2,33.5,65.4,18,59.1,40.7
1,173.1,84.1,27.3,24,30.5,54.1,18,61.4,39.5
1,187,89.7,29,26,34.2,65.2,18,63.5,40.6
1,170,78.4,29.6,30.9,33.8,66.1,40,59.3,40.3
1,167.6,75,29.8,31,31.8,71.6,43,57.6,37.7
1,170.8,79.1,29.7,26.4,31.9,60.7,35,60.1,40
1,171.6,79.6,30.9,30.4,33.8,73.9,22,60.6,42.4
1,162.2,73.2,27.6,26.7,29.7,53.3,61,55.2,37
1,165.5,75.5,30.2,31.4,31.4,72.2,36,58,38.4
1,163.6,71.5,31.7,32.8,34,83.4,51,55.4,40.9
1,172.8,78.1,32.5,32.2,33.9,83.7,34,57.5,42.1
1,165.1,76.5,28.8,26.5,31.9,56.5,58,59.4,40.8
1,171.3,77.5,31.5,31.7,35.5,79.4,49,60,39.7
1,170.4,77.6,29.7,29.7,33.5,69.4,22,57.5,39.5
1,163.7,73.2,32,32.6,33,73,45,56.7,37.2
1,167.7,79.1,30.2,31.3,33.6,79.4,19,61.4,39.5
1,170.1,79.9,28.4,24.9,30.7,56.5,19,57.7,38.7
1,170.2,80,29.2,31.2,33.1,73.2,68,59.2,39.6
1,167,76.3,29.8,27.5,30.6,66.6,19,58,40
1,175.6,83.4,29.3,24.2,31.3,61.3,18,62.7,39.6
1,164.5,75.1,27.4,25.3,31,60.5,18,57.5,38.8
1,168.5,81.2,30.4,26.7,30.1,61.2,18,61,39.5
1,170.1,78,28.2,23.7,29.4,55.3,18,59.5,39.5
1,182,79.8,35.8,37.2,40.1,117.3,17,65.1,44.7
1,163.5,76.2,26.5,23.3,29.4,48.3,16,56,33.7
1,156.1,72,28,28.2,30.2,62.7,16,57,37
1,168.5,77.3,27.6,22.3,31.2,52,16,57.5,40.1
1,180.6,84.1,28.9,27.2,34.6,69,16,62.5,39
1,166.4,76.7,25.7,22.3,30,47.2,16,55.8,35
1,173.4,77.4,28.5,24.7,33,61.2,17,59.3,38.5
1,174.5,74.7,33.9,34.9,39,111,17,61.1,42.5
1,171.8,80.8,28.4,25.8,29.5,60.7,17,59.5,35.6
1,173.4,79.6,30.3,30.6,32.8,74.6,47,61.7,39.7
1,188.3,85.6,30.4,26.4,33.6,65.8,19,63.6,42
1,178.6,81.6,29.9,26.1,32.5,75.6,25,62.5,41.7
1,171.2,78.2,32.2,30.7,33.4,76.8,45,59,39.2
1,168,78.7,29.3,26.7,32.5,64.5,46,59,38
1,169.8,78.8,31.5,30.6,33.4,76.7,26,62.2,40.5
1,164.1,75.9,29.4,27.2,31.8,64.9,26,58.5,38.5
1,162,75.5,31.6,27.2,31.7,60.8,43,56.3,38.5
2,158.1,68.4,27.5,28,33.2,59.4,59,54.9,35.1
2,160.4,68.5,29.4,26.7,34.6,60.7,54,53.5,36.9
2,151.4,63.8,27.6,28,30.5,52.9,47,51.7,34
2,158.5,69.4,30,30.7,34,72.1,47,56.9,40.1
2,156.5,70.3,28.7,29.5,33.5,64.3,51,55,35.7
2,148,62.3,26.2,26.6,30.2,50.7,50,50.1,35.2
2,158,71.9,27,25.9,32.6,54.8,54,54.4,33.7
2,172.3,79.6,28.8,25.4,33.7,58.9,30,58.5,37.7
2,171,74.4,28.4,26.5,35,64.3,18,57.9,38.6
2,158.7,74.4,26.9,22.6,31.1,47.7,18,54.8,36.2
2,147.9,65.5,29,27.1,32.2,48.6,47,52,36
2,160.9,78.1,27.4,30.3,33.8,62.4,69,59,36.3
2,144.4,64.7,28,30.2,33.3,58.9,54,53.1,35.7
2,156,70.5,25.8,23.4,31.5,48.7,37,53.8,35
2,158,71.1,25.6,23.7,31.8,50.5,37,55.1,36
2,153.1,68.4,26.4,23.5,31.4,49.7,19,52.5,35.6
2,163.8,72.1,27.4,27.7,35,62.5,19,58.4,37
2,157.5,70.9,26.5,23.6,31,49.5,46,53.5,34.3
2,165.4,76.4,28.7,27.7,33.7,63.9,49,58,38.7
2,161,73.4,26.4,22.9,30.4,49.5,38,54,35.8
2,162.8,72.2,29.8,27.6,33.5,61.7,50,58.9,38.7
2,164.6,76.3,26.8,26.3,34,54.2,46,58,36.8
2,154.1,68.8,29,26.4,34,56.8,51,54.6,38.8
2,158.5,70.8,29.4,28.8,33.8,65.7,50,57,38.3
2,158,70.6,27.8,25.5,31.9,54.3,49,54.1,36.4
2,155.3,69.6,28.8,24.8,32.9,53.6,43,53.7,37.5
2,150.8,66.3,29.5,30.5,33,67.3,53,52,37.5
2,158,69.6,27.5,26.5,31.6,58.4,48,52.6,36.8
2,158,70.4,27.8,27.4,31.7,56.2,54,55.4,36.7
2,153.9,69.4,25.9,24,31.5,47.5,53,53,34.2
2,158.3,68.6,28,26.5,34.2,57,51,53.5,34.5
2,149.9,66.5,26.9,25.5,31.9,48,62,52,34.6
2,154.7,67.7,29.2,26.7,32.4,57,66,54.1,37
2,153.7,67.7,28.5,27.8,33.3,53,68,54.4,36
2,159.1,70.8,27.6,26,31,57.6,36,53.7,36.5
2,152.1,65.7,27.2,26.4,31.6,56.5,42,52.2,36.7
2,144,61.8,25.1,25,28.1,42.8,38,48.2,34.3
2,154.9,67.4,28.8,24.5,30.2,49.9,33,51.7,37
2,158,71,31.2,35.7,39.4,85.6,19,55.5,38.5
2,159.2,73.4,27.5,22.8,30.4,45.7,17,55.5,36
2,155,71.7,28.4,23.4,30.5,39.5,42,54.4,35.4
2,158,71.4,25.5,24,31.4,54.6,42,54.5,34.6
2,152.7,68.7,26.7,28.4,32.3,56.1,67,50.4,34.5
2,149.5,69.9,26.8,28.9,30.1,51.6,60,53.5,34.5
2,163,72.7,31.1,29.7,34.7,66.4,60,56.5,35.8
2,160.4,72.4,28.2,29,32.4,58.8,60,55.1,36.8
2,151,67.1,29.6,29.6,33.3,62.9,58,51.5,36.7
2,150,67.2,27.3,22.6,30.5,44.2,57,50.2,35.3
2,159.6,71,28.8,27.2,33.7,61.5,42,55.4,38
2,157.1,75,24.4,22.6,29.7,39.8,16,53.7,34.5
2,154.1,68.4,28.4,25.7,32.3,53.8,44,52.5,36.5
2,156.5,72.4,29.4,31,33,66.3,66,56.5,37
2,161.2,72.4,29,27.2,32.5,60.9,45,55.4,38.2
2,158.3,74.9,29.4,28.9,34.9,60.7,57,59.9,39
2,158.5,68.9,29,28.9,32.2,63.6,49,54,37.5
2,153.4,69,28.4,24.7,30,49.2,44,52.6,35.4
2,166.4,76.2,30.3,28.1,34.4,67.7,38,61,39.5
2,165.7,77.4,28,30,35.5,63.3,48,57,37.3
2,173.5,78.1,29.1,27.3,35.6,61.9,59,58,38.7
2,152,65.6,30,29.3,34,68.2,46,53,37.3
2,162.2,74.6,26.7,23.4,31.5,48.6,41,56.2,36.5
2,152.5,68.4,30.7,31.9,34.4,68.4,53,54.5,36.2
2,159.2,71.8,28.9,29.4,33.1,64.3,53,56.4,36.6
2,159.1,69.2,25.1,22.7,31.4,51.8,46,55,33
2,168.4,76.4,28.1,30.1,33.1,72,51,59.7,37
2,146,64.8,27.9,28.8,31.1,52.2,45,52,34.4
2,151.9,65.7,28.6,27.2,33,57,59,52,36.4
2,155.5,69.7,26.1,25,31.3,48.3,20,52,32.7
2,156.5,71.6,27,26,32,50.5,38,54.5,35.3
2,152.8,66.5,30.1,29,32.9,59.9,59,54,39
2,163.5,73.1,28.4,26.7,32.7,61.1,34,57.1,36.7
2,158,69.7,29.9,27.4,32.5,65,47,54.5,36.4
2,160.5,68.5,29.4,27.4,34.7,64.1,43,51.6,36.2
2,158.9,68.6,30.8,31.2,36.3,76.6,43,56.3,36.4
2,153.1,67,24.5,20.9,29.5,38.7,19,51.2,32.5
2,159.3,70.4,27.9,26.5,33.5,56.7,45,54.4,36.8
2,162,71.5,29.4,26.1,34.5,58.7,53,53.7,37.3
2,156.5,69.8,26.3,24.5,30.7,46.5,22,55.2,36.3
2,160.8,71.6,27.6,26.3,31.8,55,55,55.8,36.7
2,144,65.7,28.2,26,31,50.6,66,50.8,34.8
2,156,69.9,28,25.5,33.1,58.5,45,53,34.8
2,150.4,67.9,28.1,26.6,31.1,46.3,45,50.1,34.7
2,152.6,67.5,28.1,24.1,30.6,55.4,31,53.4,34
2,165,73.5,27.5,26.1,34,62.1,39,54.7,36.5
2,164.8,73.5,26.8,22.9,31.3,50.6,47,55,35.5
2,167.4,75.8,29,28.4,32.8,64,19,58.8,36
2,161.6,70.4,30.5,24.8,34.3,64.9,18,55.4,34.8
2,143.3,64,24.7,22.9,28.3,39.4,66,48.6,32.6
2,153.5,67.4,29.3,32.3,33.5,67.7,67,55.8,36.5
2,149.2,66.5,25,24.1,30.6,48,69,53,33.3
2,147.6,66.5,29,28.4,30,54.2,57,53,35.5
2,156.5,68.6,29,29.6,33,69.4,54,54.4,35.8
2,152.4,66.4,27,25.3,35.6,55.5,44,54.3,35.6
2,158.6,72.7,27.9,29.8,33.2,64.6,66,57,35.1
2,158,74.2,27.9,27.3,30.4,52.9,66,56.5,35
2,155.4,68.7,28.1,30.5,33,62.9,66,55.3,35.1
2,159.6,73.6,28.2,27,32.5,58.6,63,58.9,37
2,159.3,70.8,28,24.6,32.5,50,38,56.4,36
2,159.4,70.5,26.3,26.1,33.2,59.2,61,55.4,33.8
2,157,71,28.2,26.4,32.5,57.9,33,54.2,35.4
2,158,69.3,26.6,24.2,32.3,52,60,51.6,34.3
2,166.5,73.2,27.5,25.7,32.2,55.6,41,55.5,36
2,155.2,71.2,28,25.8,30.6,50.7,53,54.6,35.8
2,149.9,64.9,29.2,27.5,31.7,55.4,49,51.2,36.5
2,155.3,68.4,28.4,27.3,31.4,51.3,47,54.4,35.7
2,166.9,76,27.8,26.7,32.7,54.5,32,55.6,35
2,160.8,73,27.2,25.1,33.7,56.3,33,54.4,34
2,162.5,72.4,29.7,31.4,35.8,71.8,34,56.7,38
2,153.6,66.6,30,32.9,33.3,72.3,68,52,36.5
2,150.4,66.6,27.4,30.2,31.6,59,67,55.2,36.5
2,161.3,73.1,28,24.6,32.6,53.9,33,55.4,36.2
2,155.2,66.9,28.4,29.3,30.9,62.6,64,53.2,34.8
2,158,69.7,28.9,30.3,33.7,67.3,42,54.5,36.6
2,163,73.7,27.7,22.4,30.5,47,30,56,36.2
2,153.5,68.5,26,25,30.1,49.9,26,51.8,34.6
2,157.5,73.6,27.4,26.4,30.6,50.9,35,55,33.8
2,154.9,68.7,29.4,32.4,32.1,67.9,63,54,35.5
2,161.8,75.1,29.4,29,32.6,63.5,49,57.1,36.7
2,152,66.4,28.3,28.5,31.9,56.6,56,54.3,34.8
2,164.1,73,29.4,28.6,34.2,62.5,48,55.9,38.4
2,160.6,75,28.5,26,33.1,56.7,50,55.6,36.8
2,166,72.1,31.5,29.1,37,74.6,51,55.6,36.5
2,168.8,79.8,26.9,24.2,33.3,52.5,18,60,37.3
2,159.7,70,29,28.5,34.5,66.3,33,54.5,37.6
2,150.5,70,27,28.6,29.6,48.2,63,53,35.5
2,151.8,68,28.2,27.5,30.7,59.4,62,55,34
2,162.6,70.8,28.9,27.7,35,65.1,51,57,38.1
2,155.8,71,26.1,26.1,31.4,53.8,57,54.6,34
2,153.6,68,27.4,27.5,32.7,53.7,34,51.6,34.5
2,155.3,67.1,26.5,27.4,32,60.2,46,53.2,34.3
2,153.8,69.4,28.3,25,31.8,48.6,54,52.5,35.8
2,156.8,70.6,27,26.2,34.5,58.2,56,53.1,35.4
2,149.6,63.8,31.3,34.9,35.1,75.1,57,52.5,36.3
2,154.4,68.7,23.8,21.6,29.4,42.7,27,52.5,34.6
2,147,63.7,27.6,27.3,31.5,56.2,63,52.7,34
2,165.4,75.3,29.4,25.6,32.4,54.6,57,57.3,38.6
2,156.1,70.1,27.6,25.2,32.5,51,40,53,33.5
2,155.9,73.7,27.8,27,31.8,51.8,41,57.3,34.8
2,159.4,71.6,28.5,28.2,32.5,59.1,59,56.4,35.7
2,160.5,73.3,26.3,24.5,32.1,54.9,33,56.1,35.7
2,152.7,68.9,26.5,23.5,30.2,41.5,48,53.5,35.5
2,151,67.7,31.5,31.7,34.2,67,61,52.5,37.4
2,150.6,66.2,28.1,29.9,30.8,62.3,60,54.6,36
2,160,71.1,31.6,30.9,35.2,75.6,56,57,37
2,170.4,82.7,30.6,28.8,34.6,66.7,29,61.5,37.8
2,164,79.4,26.9,24.4,32.5,50.5,17,57,37.8
2,160,72.6,27.4,27.7,33.2,60.3,39,55.5,35.7
2,158.1,73,26.7,25.7,29.7,47.3,38,54.1,36
2,146.2,64.6,28,26.8,29.9,53.5,64,52.7,34.3
2,163,74.6,28.4,25.2,31.5,52.6,35,56.5,34.4
2,154,69.8,28.8,27.5,32.3,57.1,44,53.6,37.3
2,153.1,68,30.3,30.5,32.4,70.1,61,52.7,36.1
2,166.9,73.5,31.4,32.4,35.9,85.6,43,56,39
2,162.7,73.7,29,27.7,33.1,62.1,35,54.5,36.2
2,162.1,77.6,28.1,25.6,30.7,53.2,22,58.5,36.7
2,156.5,69.9,29.7,28.2,32.5,65.5,47,55.4,36
2,158,72.6,29.1,26,34.4,49.7,43,56,37.5
2,157,71.4,30.5,30.3,33.3,67.3,60,54.7,36.5
2,153,69.5,26.2,23.7,31.2,49.7,51,54,33.5
2,155.2,70.5,27.7,25.5,31.4,52.4,43,54.6,36
2,156.7,69.2,29.4,27.7,33,59.2,48,55,38.3
2,167.8,76.8,28.3,25.1,33,58.5,20,58,37.7
2,147.6,67,26.6,25.5,30.6,47.6,55,51.5,34.7
2,157.5,71.9,27.8,26.4,32.9,49.5,66,55.7,35.5
2,173.2,82.1,28.1,24.9,34,60.3,20,59.5,36.3
2,157.3,72.4,28.1,29.3,31.3,57.7,52,57,35.8
2,149.5,66.2,26.9,25.3,32.1,50.4,54,50.5,35.6
2,152.9,68.7,28.1,27.9,33.3,61.1,55,55.2,36
2,157,70,26.6,26.1,31.5,51.8,54,53,35
2,147.7,67.5,25.8,23.2,29,40,55,52,33.9
2,152.2,68.7,26.7,25.5,31.6,52.8,55,52.6,34.7
2,149.9,67.6,29.5,30.4,32.5,61.8,60,53.5,36.6
2,156.9,72.6,27.4,25.2,31.8,49.1,46,52.8,34.7
2,154.7,69.7,25.7,22.7,32.4,47.8,45,52.8,33.7
2,148.6,65,28.1,32.3,33.9,68.4,65,53.4,34.9
2,157,70.1,27.6,23.5,30.6,48.5,34,52.7,36.6
2,162,74.4,28.5,29.1,34.3,65.8,42,57.5,35.2
2,163,76.4,26.1,25.7,31,47.4,34,54.3,35.1
2,153.5,69.7,27.1,24.2,29.9,47.7,62,53,33.5
2,164.6,73.9,27.4,25.4,32.3,57.9,36,56.6,36.3
2,160.1,73.8,26.1,26.1,32.2,52.7,40,56.3,34.7
2,167.5,78.3,30,29.9,36.4,67.2,33,60.1,37.9
2,155.4,70.8,26.1,26.7,31.6,52,40,54,34
2,163.2,74.4,27.1,25.3,32.9,52.2,36,56.5,37.1
2,166.2,75.9,29.9,31.1,34.8,76.6,37,56.8,37.5
2,150.5,66.5,27.6,24.2,30.3,46.4,61,53.2,35.6
2,162.1,75.5,27.3,26.5,31.5,56.8,34,57.1,36.4
2,150.5,69.1,26.2,27.4,31.8,54,53,53.5,34.2
2,161,72.7,29.7,32.8,33.4,69.4,65,57,36.4
2,160.4,74.4,27.5,24.5,32.8,55.7,39,56.1,34.9
2,151.9,67.7,30.3,32.2,34.2,70.5,61,55.4,38.5
2,151.5,68.6,30.1,29.8,32,62.2,59,55,33.7
2,163.5,75.7,28.2,27,31.5,60.8,45,55.6,35.9
2,156,71.3,26.1,26,30.8,51.2,56,54.1,34.3
2,161.9,76.1,27.4,25.5,32.6,54.9,30,57,36.2
2,155.7,71.2,28.1,24.4,32.1,52.4,50,55.1,36.6
2,149.4,65.1,27.2,27.2,32.6,56,48,50.5,34.5
2,162.8,74.6,29.3,26.6,32.8,59.3,44,54.5,36.3
2,155.2,70.2,25.9,25.3,33.1,49.7,41,53.5,31.7
2,161.1,72.9,29.9,28.9,31.9,67.9,64,55.6,37
2,150.1,69.5,29.3,32,35,63.9,29,55.6,35.7
2,166,76.1,27.4,29.6,33.4,63.3,41,57.5,35.8
2,162.9,74.5,30,29.6,36.4,70.2,20,56,36.5
2,160.5,70.8,27.6,24.6,32.7,56,20,54.5,35.5
2,152.3,70,29.1,31.1,33.8,63.6,67,55.2,34.6
2,143.7,63.5,27.1,26.8,29.3,50.3,55,50,34.3
2,148,66.6,27.8,27.7,30.5,56.8,63,52.7,35.8
2,144.3,66.7,27.1,26.3,28.9,48.2,68,53.4,32.8
2,158,70.9,28.3,28.4,35.4,61.9,60,53.5,36.7
2,161.1,73.1,27,23.1,32.3,53.7,16,54.7,35.3
2,161.4,74.2,28.6,24.3,31.6,50.1,21,55.6,36
2,159.7,72.8,27.9,27.1,32.5,63.5,48,57.6,36.4
2,168.6,76.2,27.8,25,33.7,54.2,20,56.5,37.9
2,161.8,72.3,28.1,24.6,34,58.7,21,56.5,37.3
2,151.5,68.5,24,22.8,30.2,46,20,50.4,31.1
2,165,77.4,27,25,31.5,59.4,20,58.5,36.1
2,160.6,73.2,28.3,26.7,31.5,55.7,44,54.7,36.3
2,169.2,80.2,28.1,24.9,33.5,52.4,20,59.5,36.7
2,160.4,71.5,30,34.8,34.4,80.5,59,56.6,36
2,157.3,71.9,30.5,28.9,31,0,63,56.5,36.8
2,149.7,66.8,28.8,26.6,31.5,54,59,54.8,36.5
2,148.3,64.4,30,27.8,33.3,60.1,55,51.5,36.9
2,150,65.8,29.1,30,33.4,61.9,60,53.5,36.6
2,157,70.7,29,28.6,33.2,60.4,61,54.7,35.3
2,168.5,76.1,27.8,24.6,34.4,62.2,27,58.5,36.5
2,154.7,70,27.8,24.8,33,52.3,34,52.4,36.4
1,156.8,72.8,31.2,31.2,32.4,65.3,68,57,37.4
1,160.7,75.7,32.1,30.3,32.3,65.1,59,60.5,39.2
1,174.5,77.3,35.3,34.2,35.5,104.9,44,60.5,43
1,166.5,75.3,27.3,26.4,30.7,52.3,64,60.5,37
1,158,71.9,27.6,26,29.9,56.6,56,56,34.7
1,186,83.5,34.4,29.4,36,88,23,63,43.2
1,180.3,87.1,28.7,23.7,30.6,56.5,23,63.1,40.2
1,173,78,32.3,30.5,33.9,77.3,23,61.5,40
1,160.6,69.5,30.2,31.2,33.9,75.2,20,55,37.6
1,164.6,74.3,29.3,28,31,57.3,45,56.3,38
1,166,75.3,29.8,29.4,33,71.1,17,58.8,38.6
1,172,81.5,28,23.8,29.7,57.5,17,59.5,40.4
1,169,76.2,31.6,30.9,31.9,70.5,53,59.3,39.9
1,167.4,77.2,29.6,28.5,32.7,69.8,63,58,37.5
1,164,76.8,31.8,32.8,33.4,81.5,62,60.6,39
1,160.2,74.5,29.5,26.9,30.5,59.2,68,58.2,36.5
1,158.5,71.6,29.4,29.6,33.6,63.2,69,56.5,36.6
1,163.6,72.7,30.8,30.4,32,77.1,60,56.5,41
1,179.6,83.9,32.3,31.2,35.5,87.4,56,62.4,39.2
1,169.2,76.7,32.1,31.7,35,78.1,62,59,39.3
1,162.7,70.4,33.2,34,33.9,91.3,44,56.5,38.7
1,169.3,76.6,30,31,33.5,70.8,61,58.5,37.7
1,161,71.1,31.1,31.4,32.5,74,57,54.5,37.8
1,181,81.1,30.5,28.2,33.5,77,19,60.4,38.4
1,182.4,83.2,29.8,27.7,33.6,76,19,61.5,39.5
1,167.5,75.3,31.5,31.3,32.7,76.7,34,56,39
1,170,75.6,33.1,29,32,71.7,36,58.5,42
1,177.5,79.6,32.4,31.7,35.4,85.9,19,62.9,41.6
1,174,79.6,30.3,27.9,32.6,61.1,19,57.5,40.7
1,169.1,75.5,34.2,35.3,36.4,92.2,49,59.1,40.5
1,166.8,75.1,31.4,30.3,31.7,70.8,59,57.4,40
1,175.1,82.5,32.9,30.6,35.2,74.4,18,62,41.6
1,167.4,79.2,27.3,25.9,30.3,56.4,61,59.5,38.7
1,170.8,77.2,30.4,25.8,31.6,61.8,17,59.1,39.3
1,172.5,83.6,28.4,24,32,53.3,18,61.5,39.4
1,171.5,78.1,31.5,29.4,32.7,71.7,46,59.4,37.7
1,169.8,76.6,28.1,24.7,30.3,56.1,22,56.5,39.5
1,169.6,74.6,29.1,25.1,31.7,63.4,22,56.2,39.5
1,182.1,83.7,31.3,31.7,35.8,88.8,20,64.5,42.5
1,171.4,78.9,33.6,35.7,37.5,99.8,18,63.2,39.6
1,171.4,76.5,31.6,26.8,31.3,67.5,35,58.1,40.9
1,169.5,77.1,30.9,30.4,35.7,77.4,55,56.5,37.2
1,172.3,79.4,30.1,28.5,35.4,74.3,25,60.5,39
1,170.6,79,28.1,23.1,30.5,51.2,22,56.2,38
1,178,83.5,30.3,25.8,33.6,67.6,21,62.1,39.5
1,176.1,81.8,32,31,32.6,75.7,61,61.9,39
1,167.2,78.5,28.5,26.4,32.6,58.4,56,59.2,37.7
1,177.5,74.2,32.7,33,37.7,108.6,16,60.5,41.7
1,176.5,79.9,32.5,32.5,35.5,88.1,23,61.6,41
1,175.5,79.7,33.8,30.6,34.3,73.8,23,59.8,43.5
1,172.7,80.4,28.7,28.5,32.9,63.1,36,59.5,37.3
1,174.9,77.5,34,33.9,36.4,91,32,58.6,41.6
1,174.4,82,30.5,26.9,32.1,65.3,22,60.1,41.6
1,172.5,77.8,32.6,30.7,33.2,80.9,22,60,41.5
1,183.5,84.6,29.8,26.5,33.3,74.6,21,62.6,40.7
1,172.8,82.1,31.1,26.5,31.9,63.8,33,59.6,40.3
1,171.5,80.4,29.6,27.2,32.8,61,23,60.5,39.5
1,167.9,76.9,29,24.2,31.1,56.8,22,56.1,40
1,167,74.5,28,27.9,30.9,63.9,69,57.8,38.3
1,168.8,77.3,31.4,32.1,32.4,75,67,60,39.5
1,171.7,79.8,30.6,30.2,34,74.3,16,61.4,38.7
1,180.5,84.1,30.9,25.5,34.2,69.7,22,60.2,41.4
1,166.4,77.6,30,29.5,31.8,66.8,24,60.2,40.4
1,169.5,77.8,34.2,33.2,32.4,77.8,64,60,41.2
1,171,80.6,31.4,30.9,33.7,75.9,35,60.2,41.5
1,169.8,78.2,31.9,28,32.1,70.9,41,59.5,39
1,180.3,82.4,30.4,27.9,33.2,78.1,35,61.1,40.5
1,172.7,81,32,33.5,34.5,90.4,69,60.5,37.7
1,177.7,81.5,32.4,28.9,34.5,80.1,41,63.4,41
1,175.1,80.7,30.7,29.1,33.5,72.5,41,60.6,39.7
1,180.9,86.3,31.2,30.6,32.4,71.9,20,67.1,41.3
